ROOT,EKUMENSKI,NATLANG ANCESTRY,AUXLANG ANCESTRY,PART OF SPEECH,ENGLISH
GAS,gas,,,n.,gas
GAS,gasmask,,,n.,gas mask
GAS,gasodukt,,,n.,gas pipeline
GAT,gat,G,,n.,hole
GAUD,gaude,,,v.,enjoy
GAUD,gaudnis,,,n.,enjoyment
GAUNER,gauner,G,,n.,"crook (dishonest person, criminal)"
GAZ,gaz,,,n.,gauze
GAZET,gazet,,,n.,newspaper
GEJS,gejse,G,,v.,foam (with rage)
GEJSP,gejspe,G,,v.,yawn
GEJT,gejt,G,,n.,goat
GEL,gel,G,,n.,girl
GEL,geleski,,,adj.,girlish
GELB,gelbeski,G,,adj.,yellowish
GELB,gelbi,,,adj.,yellow
GELB,gelbkupro,,,n.,brass (alloy)
GEMIN,gemin,,,n.,twin
GEN,gen,,,n.,gene
GEN,genealogia,,,n.,genealogy
GEN,genetik,,,n.,genetics
GEN,geneza,,,n.,genesis
GEN,geneze,,,v.,"come into being, arise, be produced, develop"
GENDER,gender,,,n.,gender
GENDER,genderpejgap,,,n.,gender paygap
GENERAL,general,,,adj.,general
GENERAL,generalize,,,v.,generalize
GENERAL,generaliznis,,,n.,generalization
GENIA,genia,,,n.,genius
GENIA,geniali,,,adj.,ingenious
GENIA,genialnis,,,n.,ingenuity
GENOCID,genocid,,,n.,genocide
GEOLOG,geolog,,,n.,geologist
GEOLOG,geologia,,,n.,geology
GEOLOG,geologiali,,,adv.,geological
GERB,gerbe,G,,v.,tan
GERB,gerber,,,n.,tanner
GERB,gerbnis,,,n.,tanning
GERI,geri,H,,adj.,aged (person)
GERM,germ,,,n.,germ
GERM,germnis,,,n.,germination
GERMAN,german,,,n.,German
GERMAN,germani,,,adj.,German
GERMAN,Germania,,,n.,Germany
GERMAN,germaniki,,,adj.,Germanic
GERMAN,germanlinguali,,,adj.,German-speaking
GIGA,giga,,,num.,billion
GIGA,gigawat(t),,,n.,gigawatt
GIGANT,gigant,,,n.,giant
GIGANT,gigantli,,,adj.,giant
GIGL,gigle,G,,v.,giggle
GIKT,gikt,G,,n.,gout
GIL,gil,G,,n.,"gorge, ravine, canyon"
GILDA,gilda,,,n.,guild
GILF,gilf,G,,n.,"yell, scream"
GILF,gilfe,,,v.,"yell, scream"
GIMIK,gimik,,,n.,gimmick
GIMN,gimnastik,,,n.,gymnastics
GIMN,gimne,,,v.,gym
GIPS,gips,,,n.,gypsum
GIRLAND,girland,,,n.,garland
GIS,gise,G,,v.,guess
GIŠT,gišt,G,,n.,seaspray
GLACIER,glacier,,,n.,glacier
GLAD,glade,S,,v.,"stroke (move one’s hand or an object along (a surface) in one direction, touching it lightly)"
GLADIATOR,gladiator,,,n.,gladiator
GLAMOR,glamor,,,n.,glamor
GLAMOR,glamorozi,,,adj.,glamorous
GLAND,gland,,,n.,acorn
GLAS,glas,G,,n.,glass (vessel for drinking; cf. gler)
GLAT,glati,G,,adj.,smooth
GLAT,glatize,,,v.,smooth
GLAT,glatnis,,,n.,smoothness
GLER,gler,G,,n.,glass (material; cf. glas)
GLER,glerli,,,adj.,of glass; glassy
GLER,glersilm,,,n.,glass eye
GLIK,glik,G,,n.,(good) luck
GLIK,glikdej,,,n.,lucky day
GLIK,"glikli, glikozi",,,adj.,lucky
GLIN,glin,C,,n.,knee
GLIN,gline,,,v.,kneel
GLINA,glina,S,,n.,clay
GLIS,glise,,,v.,glide
GLIS,glisflet,,,n.,"glide flight, gliding flight"
GLITR,glitre,G,,v.,glitter
GLOBA,globa,,,n.,Globe (Earth)
GLOBA,globali,,,adj.,"global, worldwide"
GLOC,gloce,G,,v.,gawk
GLOM,glom,,,n.,"ball (of yarn etc.), clew"
GLORI,gloria,,,n.,glory
GLORI,gloriozi,,,adj.,glorious
GLOS,glos,,,n.,gloss (surface)
GLOSA,glosa,,,n.,gloss (annotation)
GLOT,glot,,(UG=),n.,tongue (organ; cf. lingua)
GLOTA,glota,H,,n.,glossis
GLUKOZA,glukoza,,,n.,glucose
GLUMP,glump,G,,n.,"junk (trash; worthless, inferior or poor quality stuff)"
GLUP,glupak,S,,n.,fool
GLUP,glupi,,,adj.,"silly, stupid, dumb"
GLUP,glupin,,,n.,"(coll., derogatory) airhead, lamebrain etc."
GLUP,glupnis,,,n.,"silliness, stupidity, dumbness"
GLUT,glute,,,v.,swallow
GLUTEN,gluten,,,n.,gluten
GLUTIN,glutin,,,n.,glue (> klej?)
GOL,gol,,,n.,goal (in football)
GOL,golkustod,,,n.,goalkeeper
GOLD,gold,G,(UG=),n.,gold
GOLD,goldli,,,adj.,golden
GOLD,goldmina,,,n.,gold mine
GOLF,golf,,,n.,golf
GOLFO,golfo,,,n.,gulf
GOLUB,golub,S,,n.,"dove, pigeon"
GON,gon,,(UG=),n.,corner
GON,gonkik,,,n.,corner (football)
GONDOL,gondol,,,n.,gondola
GONT,gont,S,,n.,shingle (piece of wood used for roofs etc.)
GORILA,gorila,,,n.,gorilla
GORK,gorki,S,,adj.,bitter
GORK,gorknis,,,n.,bitterness
GOSPEL,gospel,,,n.,gospel (song; cf. evangelio)
GOST,gost,S,,n.,guest
GOST,gosthaus,,,n.,guesthouse
GOŠ!,goš!,G,,excl.,gosh!
GOT,got,,,n.,Goth
GOT,goti,,,adj.,Gothic (East Germanic language and culture)
GOT,gotikli,,,adj.,Gothic (archit. style)
GRAB,grabe,S,,v.,"plunder, loot"
GRAB,graber,,,n.,"plunderer, looter"
GRAB,grabnis,,,n.,"plundering, looting"
GRACI,gracia,,,n.,"grace (elegant movement, poise or balance)"
GRACI,graciozi,,,adj.,"graceful, elegant"
GRAD,grad,,,n.,"grade, degree"
GRAD,gradlet,,,n.,rung (of a ladder)
GRAD,gradli,,,adj.,gradual
GRAD,gradlim,,,adv.,gradually
GRAD,til certi grad,,,expr.,to some/a certain degree
GRAF,grafe,H,,v.,draw (with a pencil)
GRAF,grafik,,,n.,graphics
GRAFIT,grafit,,,n.,graphite
GRAJF,grajfe,G,,v.,grasp; seize
GRAJF,grajfil,,,n.,handle
GRAL,gral,,,n.,grail
GRAL,Santi Gral,,,n.,Holy Grail
GRAMATIK,gramatik,,,n.,grammar
GRAMATIK,gramatikli,,,adj.,grammatical
GRAN,gran,,,n.,corn; grain
GRANAT,granat,,,n.,garnet
GRAND,granddotra,,,n.,granddaughter
GRAND,grandi,,,adj.,"big, large, huge, great"
GRAND,grandize,,,v.,increase
GRAND,grandiznis,,,n.,increase
GRAND,grandmater,,,n.,grandmother
GRAND,grandnis,,,n.,size; greatness
GRAND,grandpater,,,n.,grandfather
GRAND,grandsin,,,n.,grandson
GRANIT,granit,,,n.,granite
GRANULAT,granulat,,,n.,UNDEFINED
GRAPŠ,grapše,G,,v.,grab
GRAS,gras,G,,n.,grass
GRAS,grasmejer,,,n.,lawnmower
GRAS,grasnis,,,n.,lawn
GRAT,grate,,,v.,scratch
GRATUL,gratule,,,v.,congratulate
GRATUL,gratulnis,,,n.,congratulation
GRAUL,graule,G,,v.,growl
GRAV,gravi,,,adj.,"grave, severe"
GRAV,gravnis,,,n.,severeness
GRAVID,gravidi,,,adj.,pregnant
GRAVID,gravidize,,,v.,impregnate (cause to become pregnant)
GRAVID,gravidnis,,,n.,pregnancy
GREG,greg,,,n.,herd
GREJPFRUKT,grejpfrukt,,,n.,grapefruit
GREL,grel,,,n.,hail
GREL,grele,,,v.,hail
GREL,grelgran,,,n.,hailstone
GREN,"grenfink, greninka",,,n.,greenfinch
GREN,Grenland,,,n.,Greenland
GREN,greni,G,,adj.,green
GRENAD,grenad,,,n.,grenade
GRENAD,grenadier,,,n.,grenadier
GRENS,grens,"G,S",,n.,"border, frontier"
GRENS,grense,,,v.,border
GRENS,grenskontrol,,,n.,border check
GRENS,grensland,,,n.,borderland
GRENS,grenspatrul,,,n.,border patrol
GREPCE,grepce,G,,v.,burp
GRES,gres,,,n.,"step, tread"
GRES,grese,,,v.,step
GRIB,grib,S,,n.,"mushroom, fungus"
GRIF,grif,,,n.,griffin
GRIL,gril,,,n.,grill (barbecue)
GRINZE,grinze,G,,v.,grin
GRIPA,gripa,,,n.,grippe
GRIZ,grizi,,,adj.,"grey, gray"
GRIZ,grizzona,,,n.,greyzone
GROB,grob,S,,n.,"grave, tomb"
GROB,grobal/grobaria,,,n.,cemetery
GROF,grof,"G,S",,n.,count (nobleman)
GROL,grol,G,,n.,"grudge, rancor"
GROM,grom,S,,n.,thunder
GROM,grome,,,v.,thunder
GROS,grosi,,,adj.,thick
GROTA,grota,,,n.,grotta
GROTESK,groteski,,,adj.,grotesque
GROZ,groza,S,,n.,"threat, menace"
GROZ,groze,,,v.,"threaten, menace"
GRUF,gruf,G,,n.,groove (engineering: long and narrow indentation built into a material)
GRUMBL,grumble,G,,v.,grumble
GRUMP,grumpi,G,,adj.,grumpy
GRUNC,grunce,G,,v.,grunt
GRUNT,grunt,S,,n.,"soil, ground, bottom; plot of land, lot"
GRUNT,gruntposes,,,n.,"real estate, owned piece of land"
GRUNT,gruntposeser,,,n.,landowner
GRUP,grup,,,n.,group
GRUPI,grupi,,,n.,groupie
GUF,gufi,G,,adj.,goofy
GULB,gulb,B,,n.,swan
GUTUR,gutur,,,n.,throat
GUZBER,guzber,G,,n.,gooseberry
HABIL,habili,,,adj.,crafty
HABIL,habilnis,,,n.,skill
HABIT,habit,,,n.,habit
HABIT,habitli,,,adj.,usual
HABIT,habitlim,,,adv.,usually
HAČEK,haček,,,n.,= huklet
HAJ,haj,G,(UG=),n.,shark
HAJDE!,hajde!,"S,T",,interj.,come on!
HAJK,hajk,,,n.,haik (covering for the head and body worn by Arabs)
HAJP,hajp,G,,n.,hype
HAJP,hajpe,,,v.,hype
HAK,hake,,,v.,"chop, hack"
HAK,hakflajš,,,n.,minced meat
HAL,hal,,,n.,breath
HAL,hale,,,v.,breathe
HAL,hallesi,,,adj.,breathless
HAL,halnis,,,n.,"breathing, respiration"
HALA,hala,"S,G",,n.,hall
HALB,halbhertli,G,,adj.,halfhearted
HALB,halbi,,,adj.,half
HALB,halbize,,,v.,halve
HALB,halbjar,,,n.,half-year
HALB,halbluna,,,n.,halfmoon
HALB,halblus,,,n.,twilight (cf. sumrak)
HALB,halbnis,,,n.,half
HALB,halbvarmi,,,adj.,lukewarm
HALB,halbvejlim,,,adv.,halfway
HALO,halo,,,n.,halo
HALOGEN,halogen,,,n.,halogen
HALOM,halom,U,,n.,pile
HALS,hals,G,,n.,neck
HALS,halskedja,,,n.,necklace
HALUCINE,halucine,,,v.,hallucinate
HALUCINE,"halucinnis, halucinacion",,,n.,hallucination
HALUCINE,halucinogen,,,n.,hallucinogen
HAMAK,hamak,,,n.,hammock
HAMBAR,hambar,U,,n.,barn (cf. štal)
HAMP,hamp,G,,n.,hemp
HAMSTER,hamster,G,,n.,hamster
HAND,hand,G,,n.,hand
HAND,handartro,,,n.,wrist
HAND,handbol,,,n.,handball
HAND,handbuk,,,n.,manual
HAND,handcep,,,n.,handcuff
HAND,handdrap,,,n.,towel
HAND,handficia,,,n.,palm (of the hand)
HANDHAB,handhabe,G,,v.,"handle (a task, a problem), wield, manipulate; manage, control, operate"
HANDHAB,handhabnis,,,n.,handling
HANDHAB,kom nos može handhabe to?,,,expr.,how can we handle this?
HARC,harc,E,,n.,bear
HARLEKIN,harlekin,,,n.,harlequin
HARM,harm,G,,n.,harm
HARM,harmlesi,,,adj.,"harmless, innocuous, inoffensive"
HARM,harmli,,,adj.,harmful
HARMONIA,harmonia,,,n.,harmony
HARMONIA,harmoniali,,,adj.,harmonic
HARP,harp,,,n.,harp
HARPUN,harpun,,,n.,harpoon
HARŠ,harši,G,,adj.,harsh
HARŠ,haršnis,,,n.,harshness
HART,harthertli,G,,adj.,hardhearted
HART,harthertlinis,,,n.,hardheartedness
HART,harti,,,adj.,hard
HART,hartize,,,v.,harden
HART,hartnis,,,n.,hardness
HAS,has,G,,n.,hate
HAS,hase,,,v.,hate
HAST,hast,G,,n.,hurry
HAST,haste,,,v.,hurry
HAT,hat,G,,n.,hat
HAUBICA,haubica,,,n.,howitzer
HAUK,hauk,G,,n.,hawk
HAUL,haule,G,,v.,howl
HAUS,haus,G,(UG=),n.,house
HAVE,have,,,v.,have
HAZARD,hazard,,,n.,"chance (random occurence; cf. šans), coincidence, randomness"
HAZARD,hazardli,,,adj.,"random, by chance; accidental, coincidental"
HAZARD,hazardspil,,,n.,game of chance
HAZELNUX,hazelnux,,,n.,hazelnut
HED,hed,G,,n.,head (part of body)
HED,hedkušin,,,n.,pillow
HED,hednik,,,n.,"chief (leader of a tribe), chieftain, boss, head (of an organization)"
HED,hedpejn,,,n.,headache
HEDON,hedon,H,,n.,pleasure
HEFT,heft,G,,n.,exercise book
HEGEMON,hegemon,,,n.,hegemon
HEGEMON,hegemonia,,,n.,hegemony
HEJ,hej,G,,interj.,hey
HEJDO,hejdo,G,,interj.,"bye, see you"
HEK,hek,G,,n.,hedge
HEKLE,hekle,G,,v.,crochet
HEKTO,hekto-,,,pref.,hundred…
HEKTO-,hekto-jar,,,n.,century
HELD,held,G,(UG=),n.,hero
HELD,heldli,,,adj.,heroic
HELIKOPTER,helikopter,,,n.,helicopter
HELIUM,helium,,,n.,helium
HELM,helm,G,,n.,helmet
HELP,help,G,,n.,help
HELP,helpe,,,v.,help
HELP,helper,,,n.,helper
HELP,helplesi,,,adj.,helpless
HELP,helplesnis,,,n.,helplessness
HELS,hels,G,,n.,greeting
HELS,helse,,,v.,greet
HEM,hem,G,,n.,home
HEM,"hemia, hemland",,,n.,"homeland, native land"
HEMATIT,hematit,,,n.,hematite
HEMD,hemd,G,(UG=),n.,shirt
HEMD,hemdlet,,,n.,t-shirt
HEMOGLOBIN,hemoglobin,,,n.,hemoglobin
HENKER,henker,G,,n.,hangman
HENT,hente,G,,v.,fetch (retrieve; bear towards; go and get)
HEPAT,hepat,H,,n.,liver
HEPAT,hepatitis,,,n.,hepatitis
HERALDIK,heraldik,,,n.,heraldry
HERBA,herba,,,n.,herb
HERING,hering,,,n.,herring
HEROLD,herold,,,n.,herald
HERON,heron,,,n.,heron
HERS,hers,,,n.,harrow
HERT,hert,G,,n.,heart
HERT,hertatak,,,n.,heart attack
HERT,hertli,,,adj.,"cordial, heartfelt"
HESK,heski,S,,adj.,"pretty, nice"
HESLI,hesli,,,adj.,ugly
HESLI,heslinis,,,n.,ugliness
HETMAN,hetman,,,n.,hetman (cossack)
HEUREK,heureke,,,v.,invent
HEUREK,heureker,,,n.,inventor
HEUREK,heureknis,,,n.,invention
HEXER,hexera,G,,n.,witch
HEXER,hexero,,,n.,wizard
HEZ,heze,,,v.,"stick (be or become joined/astened w. glue, paste etc.; cf. steke)"
HEZ,hezivi,,,adj.,sticky
HEZIT,hezite,,,v.,hesitate
HEZIT,hezitnis,,,n.,hesitation
HI-HON,hi-hon,,,n.,cock (male chicken)
HIDRAULIK,hidraulik,,,n.,hydraulics
HIDRAULIK,hidraulikli,,,adj.,hydraulic
HIDRO,hidro-,,,pref.,hydro-
HIDROGEN,hidrogen,,,n.,hydrogen
HIDROPONIK,hidroponik,,,n.,hydroponics
HIEROGLIF,hieroglif,,,n.,hieroglyph
HIEROGLIF,hieroglifli,,,adj.,hieroglyphic
HIGR,higri,H,,adj.,wet
HIGR,higrinis,,,n.,wetness
HIGR,higrometer,,,n.,hygrometer
HIMBER,himber,G,,n.,raspberry
HIMN,himna,,,n.,anthem (national anthem)
HIMN,himniki,,,adj.,hymnic
HIMN,himno,,,n.,hymn (religious song)
HINDER,hindere,G,,v.,hinder
HINDER,hindernis,,,n.,obstacle
HINT,hint,G,,n.,hint
HIP,hip,G,,n.,hip (anat.)
HIPNOZA,hipnoza,,,n.,hypnosis
HIPOTEZA,hipoteza,,,n.,hypothesis
HIPOTEZA,hipotezali,,,adj.,hypothetical
HIRŠ,hirš,G,,n.,deer
HIRŠ,hirškid,,,n.,fawn
HISE,hise,,,v.,hoist
HISTORIA,historia,H,,n.,history
HISTORIA,historiali,,,adj.,historical
HIT,hit,,,n.,hit (music)
HITR,hitri,S,,adj.,"cunning, sly"
HITR,hitrnis,,,n.,"cunningness, slyness"
HOD,hod,"S,H",,n.,walk
HOD,hode,,,v.,walk
HOD,hodplank,,,n.,gangway
HOD,hodvej,,,n.,pavement
HOF,hof,G,,n.,yard (land around a house; cf. jard)
HOKEJ,hokej,,,n.,hockey
HOL,holi,,,adj.,"whole, entire"
HOL,holim,,,adv.,"wholly, entirely"
HOL,holismo,,,n.,holism
HOL,holisti,,,adj.,holistic
HOL,holnis,,,n.,wholeness
HOL,hologram,,,n.,hologram
HOL,holsvetli,,,adj.,worldwide
HOLC,holc,G,,n.,wood (material; cf. forest)
HOLC,holcbajn,,,n.,wooden leg
HOLC,holckarbon,,,n.,charcoal
HOLC,holcli,,,adj.,wooden
HOLT,holt,,,"adv., interj.","so, just, simply, indeed, well (indicating that something is generally known, or cannot be changed, or the like; often untranslatable)"
HOMICID,homicid,,,n.,manslaughter
HONEST,honesti,,,adj.,honest
HONEST,honestnis,,,n.,honestness
HONOR,honor,,,n.,honor
HONOR,honorabli,,,adj.,honorable
HONOR,honorar,,,n.,honorarium
HONOR,honore,,,v.,honor
HOR,horabli,G,,adj.,audible
HOR,hordiktnis,,,n.,hearsay
HOR,hore,,,v.,hear
HORA,hora,,,n.,hour
HORIZONT,horizont,H,,n.,horizon
HORIZONT,horizontali,,,adj.,"horizontal (perpendicular to the vertical; parallel to the plane of the horizon; level, flat)"
HORIZONT,horizontli,,,adj.,horizontal (pertaining to the horizon)
HORLOG,horlog,,,n.,"clock, watch"
HORMON,hormon,,,n.,hormone
HORN,horn,,,n.,horn (musical instrument; cf. korn)
HORNET,hornet,,,n.,hornet
HOROR,horor,,,n.,horror
HOROR,horordraum,,,n.,nightmare
HOROR,hororli,,,adj.,horrible
HOROSKOP,horoskop,,,n.,horoscope
HORS,hors,G,,n.,horse
HORS,horskid,,,n.,foal
HOSPIT,hospit,,,n.,host
HOSPIT,hospital,,,n.,hospital
HOSPIT,hospite,,,v.,host
HOT,hoti,G,,adj.,hot
HOT,hotize,,,v.,heat
HOT,hotluft,,,n.,hot air
HOT,hotluftbalon,,,n.,hot-air balloon
HOT,hotnis,,,n.,heat
HOTEL,hotel,,,n.,hotel
HOTEL,hotelbar,,,n.,hotel bar
HOTEL,hotelhala,,,n.,lobby (of a hotel)
HOTEL,hotelkambra,,,n.,hotel room
HUF,huf,G,,n.,hoof
HUK,huk,G,,n.,hook
HUK,huklet,,,n.,caron (diacritic)
HUL,hul,G,,n.,hull
HULIGAN,huligan,G,,n.,hooligan
HUMAN,human,,,n.,human
HUMAN,humani,,,adj.,human (having the nature or attributes of a human being)
HUMAN,humania,,,n.,mankind
HUMAN,humanli,,,adj.,human (of or belonging to the species homo sapiens)
HUMAN,humannis,,,n.,humanity (acting human)
HUMID,humidi,,,adj.,"moist, humid"
HUMID,humidize,,,v.,damp (make moderately wet)
HUMID,humidnis,,,n.,"moisture, humidity"
HUMIL,humili,,,adj.,humble
HUMIL,humilize,,,v.,humiliate
HUMIL,humiliznis,,,n.,humiliation
HUMIL,humilnis,,,n.,humbleness
HUND,hund,G,(UG=),n.,"dog, hound"
HUND,hundkid,,,n.,puppy
HURVA,hurva,"G,S",,n.,whore
HUŠ,huše,G,,v.,scurry
HUT,hut,,,n.,"hut, cabin"
I,i,,,conj.,and
IDEA,idea,,,n.,idea
IDEA,ideali,,,adj.,ideal
IDEA,idealismo,,,n.,idealism
IDEA,idealist,,,n.,idealist
IDENT,identi,,,adj.,identical
IDENT,identnis,,,n.,identity
IDENTIFAJ,identifajabli,,,adj.,identifyable
IDENTIFAJ,identifaje,,,v.,identify
IDENTIFAJ,identifajnis,,,n.,identification
IDIOM,idiom,,,n.,idiom (language)
IDIOM,idiomli,,,adj.,idiomatic
IDIOT,idiot,,,n.,idiot
IDIOT,idiotli,,,adj.,idiotic
IDIOT,idiotnis,,,n.,idiocy
IDOL,idol,,,n.,idol
IGLA,igla,S,,n.,needle
IGLU,iglu,,,n.,igloo
IGNOR,ignorabli,,,adj.,ignorable
IGNOR,ignore,,,v.,ignore
IGNOR,ignornis,,,n.,ignornis
IKON,ikon,,,n.,icon
IKON,ikonli,,,adj.,iconic
IKRA,ikra,S,,n.,spawn
IL,il,,,pron.,it
ILAR,ilar,E,,n.,pea
ILAR,ilarsup,,,n.,pea soup
ILTIS,iltis,G,,n.,polecat
ILUMIN,ilumine,,,v.,illuminate
ILUMIN,iluminnis,,,n.,illumination
IMF,imfe,,,v.,vaccinate
IMF,"imfment, imfstof",,,n.,vaccine
IMF,imfnis,,,n.,vaccination
IMIT,imitabli,,,adj.,imitable
IMIT,imite,,,v.,imitate
IMIT,imitnis,,,n.,imitation
IMPED,impede,,,v.,impede
IMPED,impednis,,,n.,impediment
IMPERIA,imperia,,,n.,empire
IMPERIA,imperiali,,,adj.,imperial
IMPERIA,imperialismo,,,n.,imperialism
IMPERIL,imperile,,,v.,"imperil, endanger, jeopardize"
IMPERTINENT,impertinenti,,,adj.,impertinent
IMPERTINENT,impertinentnis,,,n.,impertinence
IMPLEMENT,implementabli,,,adj.,implementable
IMPLEMENT,implementablinis,,,n.,implementability
IMPLEMENT,implemente,,,v.,implement
IMPLEMENT,implementnis,,,n.,implementation
IMPLOJ,imploje,,,v.,employ
IMPLOJ,implojer,,,n.,employer
IMPLOJ,implojlesi,,,adj.,unemployed
IMPLOJ,implojlesnis,,,n.,unemployment
IMPLOJ,implojnis,,,n.,imployment
IMPLORE,implore,,,v.,implore
IMPORT,import,,,n.,import
IMPORT,importe,,,v.,import
IMPORT,importer,,,n.,importer
IMPOZE,impoze,,,v.,impose
IMPRES,imprese,,,v.,impress
IMPRES,impresivi,,,adj.,impressive
IMPRES,impresnis,,,n.,impression
IMPULS,impuls,,,n.,impulse
IN,in,,,prep.,in
IN,inhod,,,n.,"entry, way in"
IN,inhode,,,v.,walk in
IN,intro,,,prep.,into
INAUGUR,inaugure,,,v.,inaugurate
INAUGUR,inaugurnis,,,n.,inauguration
INCIDENT,incident,,,n.,incident
INDEX,index,,,n.,index
INDEX,indexe,,,v.,index
INDEX,indexnis,,,n.,indexation
INDIVIDUA,individua,,,n.,individual
INDIVIDUA,individuali,,,adj.,individual
INDIVIDUA,individualismo,,,n.,individualism
INDIVIDUA,individualist,,,n.,individualist
INDOKTRIN,indoktrine,,,v.,indoctrinate
INDOKTRIN,indoktrinnis,,,n.,indoctrination
INDUSTRIA,industria,,,n.,industry
INDUSTRIA,industriali,,,adj.,industrial
INDUSTRIA,industrialize,,,v.,industrialize
INDUSTRIA,industrializnis,,,n.,industrialization
INERTI,inerti,,,adj.,inert
INFEKT,infekte,,,v.,infect
INFEKT,"infektnis, infekcion",,,n.,infection
INFLAT,inflate,,,v.,inflate
INFLAT,"inflatnis, inflacion",,,n.,inflation
INFORM,informe,,,v.,inform
INFORM,informivi,,,adj.,informative
INFORM,informnis,,,n.,information
INFRASTRUKTUR,infrastruktur,,,n.,infrastructure
INHUM,inhume,,,v.,bury
INHUM,inhumer,,,n.,undertaker
INHUM,inhumerija,,,n.,"undertaker’s, mortician’s"
INHUM,inhumnis,,,n.,funeral
INICIAT,iniciate,,,v.,initiate (> inite?)
INIT,init,,,n.,entrance
INJUNTE,injunte,,,v.,join in
INKLUZ,inkluze,,,v.,include
INKLUZ,inkluzivi,,,adj.,inclusive
INKLUZ,inkluzivim,,,adv.,inclusively
INKLUZ,inkluznis,,,n.,inclusion
INKVIZICION,inkvizicion,,,n.,inquisition
INLAND,inlandflet,,,n.,domestic flight
INLAND,inlandkrig,,,n.,civil war
INLAND,inlandli,,,adj.,domestic
INLEKTE,inlekte,,,v.,read in (data)
INPAKE,inpake,,,v.,pack in
INPEJ,inpeje,,,v.,deposit (money)
INPEJ,inpejnis,,,n.,deposit
INPLANE,inplane,,,v.,"plan (on), include in one’s plans"
INPUT,input,,,n.,input
INSEKT,insekt,,,n.,insect
INSIDIOZ,insidiozi,,,adj.,insidious
INSIDIOZ,insidioznis,,,n.,insidiousness
INSISTE,insiste,,,v.,insist
INSPEKT,inspekte,,,v.,inspekt
INSPEKT,inspektnis,,,n.,inspection
INSPEKT,inspektor,,,n.,inspector
INSTAL,instalabli,,,adj.,installable
INSTAL,instale,,,v.,install
INSTAL,instalnis,,,n.,installation
INSTANT,instant,,,n.,instant
INSTANT,instantli,,,adj.,instantaneous
INSTANT,instantlim,,,adv.,instantly
INSTINT,instint,,,n.,instinct
INSTINT,instintli,,,adj.,instinctive
INSTITUCION,institucion,,,n.,institution
INSTITUCION,institucionli,,,adj.,institutional
INSTITUT,institut,,,n.,institute
INSTRUKT,instrukte,,,v.,instruct
INSTRUKT,instrukter,,,n.,instructor
INSTRUKT,instruktivi,,,adj.,instructive
INSTRUKT,instruktnis,,,n.,instruction
INSTRUMENT,instrument,,,n.,"instrument, tool"
INSUL,insul,,,n.,island
INSUL,insulari,,,adj.,insular
INSUL,insulgrup/insulgreg/insulia/insulnis,,,n.,archipelago
INSULT,insult,,,n.,insult
INSULT,insulte,,,v.,insult
INŠALTE,inšalte,,,v.,switch on
INTELIGENCIA,inteligencia,,,n.,intelligentsia (intellectual elite of a society; cf. inteligentnis)
INTELIGENT,inteligenti,,,adj.,intelligent
INTELIGENT,inteligentnis,,,n.,intelligence
INTENT,intent,,,n.,intent
INTENT,intente,,,v.,intend
INTENT,intentnis,,,n.,intention
INTER,inter,,,prep.,between
INTERBREK,interbrek,,,n.,interruption
INTERBREK,interbreke,,,v.,interrupt
INTERCEPT,intercepte,,,v.,intercept
INTERCEPT,intercepter,,,n.,interceptor
INTERCEPT,interceptnis,,,n.,interception
INTERES,interes,,,n.,interest
INTERES,interese,,,v.,interest
INTERES,interesenti,,,adj.,Interesting
INTERFER,interfere,,,v.,interfere
INTERFER,interfernis,,,n.,interference
INTERLENDNIS,interlendnis,,,n.,stopover (on a flight)
INTERNACIONLI,internacionli,,,adj.,international
INTERPRET,interpretabli,,,adj.,interpretable
INTERPRET,interprete,,,v.,interprete
INTERPRET,interpretnis,,,n.,interpretation
INTERROG,interroge,,,v.,interrogate
INTERROG,interrognis,,,n.,interrogation
INTERTAJM,intertajm,,,n.,meantime
INTERTAJM,intertajmtajmlim,,,adv.,in the meantime
INTERTENT,intertente,,,v.,entertain
INTERTENT,intertentnis,,,n.,entertainment
INTERTRAT,intertratabli,,,adj.,negotiable
INTERTRAT,intertrate,,,v.,negotiate
INTERTRAT,intertratnis,,,n.,negotiation
INTERVENT,intervente,,,v.,intervene
INTERVENT,interventnis,,,n.,intervention
INTERVJU,intervju,,,n.,interview
INTERVJU,intervjue,,,v.,interview
INTERVJU,intervjuer,,,n.,interviewer
INTIMID,intimide,,,v.,intimidate
INTIMID,intimidnis,,,n.,intimidation
INTR,intra,,,adv.,within
INTR,intre,,,v.,enter
INTR,introdukte,,,v.,introduce
INTR,introduktnis,,,n.,introduction
INTUIT,intuitivi,,,adj.,intuitive
INTUIT,intuitnis,,,n.,intuition
INVAZ,invaze,,,v.,invade
INVAZ,invazer,,,n.,invader
INVAZ,invazivi,,,adj.,invasive
INVAZ,invaznis,,,n.,invasion
INVELOP,invelope,,,v.,"wrap in, wrap up"
INVEST,investe,,,v.,invest
INVEST,invester,,,n.,investor
INVEST,investnis,,,n.,investment
INVOLV,involve,,,v.,involve
INVOLV,involvnis,,,n.,involvement
INŽENIER,inženier,,,n.,engineer
ION,ion,,,n.,ion
ION,ionize,,,v.,ionize
ION,ioniznis,,,n.,ionization
IRIT,iritabli,,,adj.,irritable
IRIT,irite,,,v.,irritate
IRIT,iritnis,,,n.,irritation
IRONIA,ironia,,,n.,irony
IRONIA,ironiali,,,adj.,ironic
ISKRA,iskra,S,,n.,spark
